9, box, 0, 0
12, box, 0, 0
15, box, 0, 0
16, box, 0, -64
17, box, 0, -128
18, box, 0, -64
19, box, 0, 0
23, vine, 0, 0
25, coin, 0, 0
26, coin, 0, -64
27, coin, 0, -64
28, saw, 0, 0
29, coin, 0, 0
33, vine, 0, 0
34, coin, 0, 0
35, coin, 0, -64
36, coin, 0, 0
37, vine, 0, 0
41, box, 0, 0
42, box, 0, -64
43, box, 0, -64
44, box, 0, -64
45, box, 0, -128
46, coin, 0, -192
47, coin, 0, -128
48, coin, 0, -64
49, coin, 0, 0
52, saw, 0, 0
54, coin, 0, -64
55, coin, 0, -64
57, saw, 0, 0
63, box, 0, 0
64, box, 0, -64
66, coin, 0, 0
67, coin, 0, -64
68, box, 0, 0
69, box, 0, -64
74, vine, 0, 0
76, coin, 0, -64
78, saw, 0, 0
80, coin, 0, -64
82, vine, 0, 0
86, box, 0, 0
87, box, 0, -64
88, box, 0, -128
89, box, 0, -64
90, box, 0, -64
91, box, 0, -64
92, box, 0, -64
93, box, 0, 0
94, coin, 0, -64
95, coin, 0, 0
96, coin, 0, -64
97, coin, 0, 0
98, coin, 0, -64
99, coin, 0, 0
100, coin, 0, -64
101, coin, 0, 0
103, saw, 0, 0
105, coin, 0, 0
106, coin, 0, 0
107, coin, 0, 0
108, vine, 0, 0
109, coin, 0, 0
110, coin, 0, 0
111, coin, 0, 0
114, vine, 0, 0
115, vine, 0, 0
117, coin, 0, -64
118, coin, 0, -64
119, box, 0, 0
120, box, 0, -64
121, box, 0, 0
122, coin, 0, -64
123, coin, 0, -64
127, vine, 0, 0
128, vine, 0, 0
129, vine, 0, 0
131, coin, 0, 0
132, coin, 0, 0
134, saw, 0, 0
137, coin, 0, 0
138, coin, 0, -64
139, coin, 0, -128
140, coin, 0, -64
141, coin, 0, 0
142, coin, 0, -64
143, coin, 0, -128
144, coin, 0, -64
145, coin, 0, 0
147, box, 0, 0
148, box, 0, -64
149, box, 0, -128
150, box, 0, 0
152, coin, 0, 0
153, coin, 0, 0
154, coin, 0, 0
155, coin, 0, 0
156, coin, 0, 0
158, coin, 0, 0
159, coin, 0, 0
